Please call me on my number,8
Want a person to chat,8
Please contact me now,8
Call me on my number,8
Want to chat with a person,8
What is your email ID?,8
Need to speak to an executive,8
Need to get in touch with the your team?,8
Need to contact customer care.,8
Need to contact customer care agent.,8
Need to contact customer care executive,8
Need to contact customer care agent now please,8
In which number should I reach to you?,8
In which number can I reach your team?,8
In which email to reach you?,8
How to reach you ?,8
can i meet any one in bank?,8
Can I please contact customer care?,8
can u tell me your Email id ?,8
Can you provide executive number help,8
Can you share the contact details of the support,8
Need to contact you guys,8
Need to get in touch with the Simpler Loan team?,8
can i get phone number of your company,8
Can I get a telephonic call?,8
I wan to speak to executive,8
Is it possible to meet any one in bank,8
I want to speak with you,8
I want to contact concerned people.,8
I want to contact your team,8
I want to tak to you,8
I want to talk to customer care executive,8
How to reach out to your team?,8
Email I can use to reach you?,8
Do you have any branch?,8
Customer support?,8
Customer service?,8
Please call me at my number,8
No answering correctly,8
Need to contact your team,8
Need to contact human,8
How to get in touch with customer service?,8
What is your customer care no. ?,8
Number I can call to discuss,8
What is your toll free number,8
What's the Email ID of abcd company,8
Where are your branches?,8
Where is your office located?,8
Where is your office?,8
Kindle send you are mobile no or email IDentification,8
i wish to talk with representative,8
Kindly send you are customer care no,8
Let me speak with an executive,8
Need to contact concerned persons,8
Want to meet your executive,8
want to talk to executive,8
What are the customer care contact?,8
What is email ID of your company?,8
What is the toll free number of abcd company,8
What is the toll free number,8
What is the nearest branch?,8
What is the email address to reach you?,8
How can the the your team be reached?,8
How can the abcd company team be reached?,8
How can I speak to an executive,8
How can I reach your team for a query?,8
How can I contact you?,8
Give your contact number.,8
abcd company team can be reached how?,8
abcd company email address?,8
abcd company office is located where?,8
Any branch at delhi?,8
Want to meet the executive for loan information,8
Want to communicate. So give me your number,8
To reach you which email address?,8
Tell me the number in which I could reach?,8
Please send you are number,8
Please provide phone no.,8
Please provide me the to contact person,8
Pease tell mobile number. I need to speak,8
Please provide me the real person,8
Please give your mobile no or email ID,8
Number to reach you,8
Need to chat with human,8
i want to know your office address in punjab?,8
Lost Aadhaar,9
"I currently don't have Aadhaar card, What can I do?",9
I do not have aadhaar card can I apply for loan,9
i do not have addhar card can I get loan,9
I do not have an Aadhaar Card. What should I do?,9
If Aadhaar card goes missing would I be able to give my application?,9
If my Aadhaar card is lost can I still submit my application?,9
I lost my aadhaar can I still apply?,9
Is Aadhaar card mandatory for filling the loan application?,9
Is it compulsory to give Aadhaar card for the sanction of this loan?,9
Is it mandatory to give Aadhaar card for loan?,9
No Aadhaar,9
No Aadhaar. Can I apply?,9
No aadhaar. Can I still get the loan?,9
No aadhaar here. Can I still get a loan?,9
No aadhaar here. Can I submit application?,9
Not having aadhaar. What to do?,9
Without the aadhaar get I still get loan?,9
Without having Aadhaar card can I submit my application?,9
What should I do if i don't have Aadhaar card?,9
What can I do if I lost Aadhaar card?,9
What can I do if I don't have Aadhaar card?,9
What are my options if I don't have the  Aadhaar card?,9
Tell me can you give me a loan without the Aadhaar card?,9
Aadhaar card is lost can I still submit my application?,9
Aadhaar card is missing.,9
"Aadhaar card is missing, What to do?",9
"Aadhaar is lost, what else can I do?",9
can I apply for loan even if I do not have addhar card?,9
Can I apply without having Aadhaar card?,9
Can I get loan without the Aadhaar card?,9
Can I still get loan even without aadhaar?,9
Can I submit my application even if I dont have Aadhaar card,9
"Don't have Aadhaar card, Tell me what should I do?",9
How to get loan without Aadhaar card?,9
What address proof can I provide?,10
Types of address proofs I can give?,10
The types of proofs of address. Which I can give.,10
The proofs of address that I need to submit.,10
The business address proofs I can upload in the application?,10
The bills to be uploaded for proving the address?,10
The address proofs that can be uploaded in application?,10
The address proofs that are needed in this application?,10
Need to provide which address proofs?,10
In application which address proofs can be uploaded?,10
For proving the address what is the proofs I can upload?,10
For proving my address what address I need to give?,10
For proof of my address which bills do you need?,10
For address proof what bills can I upload?,10
For address proof what bills can Igive?,10
The personal address information I can upload in the application?,10
personal address proofs I'll have to provide?,10
personal address proofs I need to give?,10
personal address proofs I need to upload?,10
Please tell me what are different personal address proofs I can upload in this application?,10
Personal proofs to be added in application?,10
Personal proofs added on application?,10
Tell me what are the personal address proofs I can upload in the application?,10
Which personal address proofs can I upload in the application?,10
What types of personal address proofs can I provide?,10
What types of personal address information can I upload as part of the application?,10
What personal address can I give for my address,10
What are the personal address proofs I can upload in the application?,10
The personal address proofs I can upload in the application?,10
Address information I can upload in the application?,10
Address proof I have to provide,10
Address proofs I can upload in the application?,10
Address proofs I'll have to provide?,10
Address proofs I need to give?,10
Address proofs I need to upload?,10
Bills for proof of address?,10
Bills I can give for address proof?,10
Bills I can upload for proof of my address?,10
Bills that I can give for the address proof?,10
Bills to give for proof of address?,10
Bills to give for proving the address,10
Bills you need to address proof?,10
personal address proofs can I give in the application?,10
personal address information I can upload in the application?,10
For the application what are the personal adresss information I can upload?,10
Different personal address proofs I can upload in this loan application?,10
In loan application what are diifferent personal address proofs ?,10
home or personal address proofs can I upload as part of the application?,10
For the application what are the personal adresss proofs I can upload?,10
Which address proof should I give to you?,10
Which address proofs do I need to provide?,10
Which address proofs do I need to give?,10
Which address proof do you need from me?,10
What to upload for proving my address?,10
what bills to give for address proof?,10
What are the types of address proofs I need to give?,10
What address proofs are accepted?,10
Types of address proofs that can be uploaded?,10
Personal address proofs can I provide in loan application?,10
Process of application process for getiing the loan?,11
Process of abcd company direct applying?,11
Process of abcd company direct application process for getiing the loan?,11
Process of abcd company direct application?,11
Process for applying for this loan?,11
Process for applying for abcd company direct?,11
Procedure to take loan?,11
Procedure to have finance?,11
procedure to get finance for business?,11
procedure to get finance?,11
Procedure to apply for loan?,11
procedure of this loan application procedure for getiing the loan?,11
Please tell How can I apply for abcd company direct?,11
Please tell me the process for getting the loan?,11
Please tell me the process in order to apply for abcd company direct?,11
Please tell me the ways for applying for abcd company direct?,11
procedure of abcd company direct application procedure for getting the loan?,11
Procedure for loan sanction,11
procedure for applying for simplerloan?,11
procedure for applying for abcd company direct?,11
Please tell the process of abcd company direct application to get loan?,11
Please tell the process for registering abcd company direct?,11
Please tell the process for applying this loan?,11
Please tell the process for applying abcd company direct?,11
Please tell the procedure of this loan application to get loan?,11
Please tell the procedure of application to get loan?,11
Please tell the procedure of abcd company direct application to get loan?,11
Can you please tell me the process of abcd company direct application?,11
Can you please tell me what are the ways to apply for abcd company direct?,11
Can you please tell me what are the ways to register for abcd company direct?,11
For sanction of loan what is the process?,11
For taking the loan what is the process?,11
For the loan requirement what is the process?,11
Guide me the loan process,11
Please tell the procedure for applying abcd company direct?,11
Please tell me the ways for registering for abcd company direct?,11
Can you please tell me the procedure of this loan application?,11
I want Business loan for amount 1 lacks how can I proceed?,11
I want Business loan for amount 1 lacks how to proceed?,11
Would like to know how can I get loan?,11
With the process of loan please guide me,11
Where can I register for a abcd company direct?,11
Where can I apply for a abcd company direct?,11
this loan moblie application process?,11
To get loan how to I sign up?,11
how to get loan,11
How to fill the loan application,11
How to fill the application?,11
How to do the loan application?,11
How to apply for loan ?,11
how to apply for loan,11
How to apply for business loan?,11
How to apply for abcd company direct loan?,11
How to apply?,11
How I will get loan?,11
How is the process to apply for this loan?,11
I want to know the procedure for loan,11
Can you please tell me the procedure of application?,11
Can you please tell me process for the loan?,11
Can you please tell me about process of abcd company direct application?,11
Can you please tell me about procedure of abcd company direct application?,11
CAn I get your application form?,11
As I want a new loan what is the procedure for that?,11
abcd company direct registering process?,11
abcd company direct online applying process?,11
abcd company direct online applying procedure?,11
abcd company direct moblie application process?,11
abcd company direct moblie application procedure?,11
abcd company direct applying process?,11
abcd company direct applying procedure?,11
abcd company direct applying how?,11
abcd company direct apply,11
abcd company direct application process?,11
abcd company direct application procedure?,11
How do I proceed for loan,11
How to proceed for loan,11
How should I proceed for loan?,11
I want to know how does this application work?,11
I want loan what's the process?,11
I need to know what is process of loan for a new business,11
I need loan tell me the process?,11
I need loan so what is the process?,11
I need a loan. How to get it??,11
"I have a business, what is the paper work for taking this loan facility?",11
How would one apply for abcd company direct?,11
How will I get loan?,11
What's the abcd company direct applying procedure for taking the loan?,11
What's the abcd company direct applying process for taking the loan?,11
What's the applying process for the loan?,11
What's the loan process?,11
Whats the loan process?,11
What's the procedure for applying abcd company direct?,11
What's the procedure for registering abcd company direct?,11
What's the procedure to start new businesses?,11
What's the process for applying this loan?,11
What's the process for registering abcd company direct?,11
What to do for loan application?,11
Help me with the loan procedure,11
Guide me through the process of loan?,11
How apply for abcd company direct loan?,11
How will get loan,11
How to start application for loan?,11
How to I sign up to get the loan,11
How to I sign up for the process of loan,11
Can you please tell me the process?,11
To get this loan ewhta is the procss?,11
want to know how is the application process?,11
Want to know procedure for loan?,11
Want to know the application procedure,11
want to know the procedure for application,11
Want to know the procedure of this loan?,11
Want to know the process of loan application,11
Want to know the process to start new business,11
What are steps to get the loan?,11
How to I sign up for the loan,11
How to I sign up,11
How to get the loan?,11
What's the process for applying abcd company direct?,11
What are the details to apply for the loan?,11
What are the ways to apply for abcd company direct?,11
What are the ways to register for abcd company direct?,11
What is Loan procedure?,11
What is the application process?,11
What is the applying process?,11
What is the procedure for this loan?,11
What is the procedure to get finance,11
What is the process and paper work for taking this loan?,11
What is the process for getting finance?,11
What is the process for getting the loan?,11
What is the process for the sanction of loan?,11
What is the process of applying for abcd company direct?,11
What is the process of applying for this loan?,11
What is the process of registering for abcd company direct?,11
What is the process of taking the loan?,11
What is the process to apply for abcd company direct?,11
What is the process to apply for simplerloan?,11
What is the process to get finance?,11
What is the process to start new business?,11
What is your application process?,11
What is your loan process?,11
What is your process of application?,11
What's the abcd company direct application procedure for taking the loan?,11
What's the abcd company direct application process for taking the loan?,11
How is the process to apply for abcd company direct?,11
How is the procedure to apply for abcd company direct?,11
How is the possible to take loan?,11
How is it possible to get loan?,11
How I can get the loan?,11
How getting loan?,11
How get loan?,11
How do I applying for abcd company direct?,11
How do I apply for loan?,11
How do I apply?,11
How can I take loan from your company?,11
How can I have a business loan?,11
How can I get the loan please tell me the process,11
How can I get It Please Tell me for process,11
How can I get a loan from you?,11
How can I fill the loan application?,11
How can I apply for the business loan?,11
How can I apply for loan?,11
how can I apply for loan,11
How can I apply for abcd company direct?,11
How can get loan,11
The process of abcd company direct applying to get loan?,11
The process of abcd company direct application to get loan?,11
The procedure of this loan application to get loan?,11
The procedure of simplerloan application to get loan?,11
The procedure of abcd company direct applying to get loan?,11
The procedure of abcd company direct application to get loan?,11
Tell me the process to get this loan?,11
Tell me the process of abcd company direct application ?,11
Tell me the process for applying for this loan?,11
Tell me the procedure of this loan application?,11
Tell me the procedure of abcd company direct application ?,11
tell me the procedure for applciation,11
Tell me about the process to apply for simplerloan?,11
Tell me about the process to apply for abcd company direct?,11
Steps to get the loan,11
Steps for availing the loan,11
Send me your application form,11
Process to get loan for business?,11
Process to get business loan?,11
Process to apply for loan?,11
Process to apply?,11
Process of abcd company direct applying process for getiing the loan?,11
Need offline application form,11
Need the details to apply for loan?,11
Need the process for loan,11
need to know the loan process,11
Need your application form,11
please guide me the with procedure of the loan?,11
Please send application form,11
I want to know what is process of loan for a new business,11
I would like to know the process of application,11
I would like to know the process of loan,11
loan application procedure?,11
Loan applying process?,11
Loan apply karna hai,11
Mobile app abcd company direct applying procedure?,11
Mobile app loan applying procedure?,11
Nedd help with loan procedure,11
Need loan so how is it possible?,11
What is process for enrolling for sodexo pass?,12
Give me the application process,12
How will I create a new account?,12
How do I enroll for a meal pass?,12
How to sign up?,12
How do I register?,12
Can you please tell me the process of sodexo pass application?,12
Can you please tell me the process?,12
Can you please tell me the procedure of this pass application?,12
Can you please tell me the procedure of application?,12
Sodexo meal pass registering process?,12
Sodexo pass online applying process?,12
Sodexo pass online applying procedure?,12
Apply through mobile or website?,12
Sodexo moblie application procedure?,12
Sodexo applying process?,12
Sodexo applying procedure?,12
Sodexo pass applying how?,12
Sodexo pass apply,12
Sodexo pass application process?,12
Sodexo pass application procedure?,12
How should I proceed for pass?,12
How do I proceed for meal pass,12
How to proceed for pass,12
What is the process for getting the pass?,12
Need a new meal pass how to apply,12
New pass needed,12
How to apply for a new pass,12
How to register for a new meal pass,12
How to apply for meal pass?,12
Process for registration,12
Register for premium pass,12
Apply for premium pass?,12
Register for meal pass.,12
How to apply?,12
Application process?,12
Registration method?,12
Process of application,12
How do I apply?,12
Give me the registration procedure,12
What form do i have to fill for enrolling into sodexo,12
How can i join sodexo?,12
How can i book my sodexo pass?,12
Can you guide me through your company‰Ûªs enrollment procedure,12
Sign up for sodexo pass/card,12
Apply for meal pass.,12
Registration process for meal pass?,12
Application process for meal pass?,12
How to apply/register?,12
What is the registration process?,12
How do i utilize serves provided by your company,12
Process of signing up for sodexo,12
Hw do i register?,12
Can i signup here?,12
Cn u hlp me with registration?,12
Where can I apply or register for a Sodexo card?,12
How to register?,12
Process of registering?,12
How do I apply for meal pass?,12
What is the application process?,12
Apply kaise kare?,12
Application method?,12
Time it takes to get the loan to be approved?,13
Time it will take to get a loan approval?,13
Time it will take to get a loan sanctioned?,13
Time needed for the loan approved?,13
Time needed for the loan granted?,13
Time need for the loan approval?,13
Time required for loan approval?,13
Why is this approval taking so much time?,13
What's the time you take for approving any loan,13
What's the time you need to sanction my loan,13
What's the time you need to approve my loan,13
What is the time duration for approval?,13
What is the approval time for this loan?,13
Wh are you taking so time time for approval?,13
Too much time for approval,13
Time you need for giving me a loan granted?,13
Time you need for giving me a loan approved?,13
Time you'd take for process the loan sanction,13
For this loan what is the approval time?,13
How long does it take for a loan to be approved?,13
How long will it take to get the money after loan has been sanctioned?,13
How long will it time required after the loan has been granted?,13
How long will you take to give me loan amount after the loan has been approved?,13
How many days does loan approval take?,13
How many days will loan approval take?,13
How much time does it take for loan approval?,13
How much time for approval of loan?,13
How much time is needed for approval of loan?,13
How much time will be required for loan approval?,13
How much time will it take to approve my loan?,13
How much time will it take to sanction my loan?,13
how much time you are going to to take for approval of loan?,13
How much time you need to give me loan amount after the loan is approved?,13
How much time you need to give me money after the loan is approved?,13
In how many days after submitting is the loan approved?,13
In how many days is the the loan approved?,13
In how much time can you you give the loan,13
In how much time will I get loan after applying?,13
Loan approval is taking lot of time,13
Loan approval takes how much time?,13
Loan is approved in how many days?,13
The loan approval is going for a long time,13
Time for approval is very much,13
Time it takes to get the loan to be granted?,13
Time you need for approval,13
Time you'd take for process the loan approval,13
Time required for loan sanction process,13
Time required for loan approval process,13
After applying in how much time will I get loan?,13
After applying loan will get in how much time?,13
After loan application how much time required?,13
After the loan process how much time is required?,13
After the process how much time needed?,13
Already applied in how much time will I get loan?,13
Approval is taking very much time...,13
Approval time is too long.,13
Approval time is very much,13
For approval of loan how much time is required?,13
For getting this loan what is the time required for approval?,13
For loan approval how much time will be required?,13
for loan what is the approval time?,13
For long time loan approval is going on,13
you cannot help me,14
I don't get response,14
Really bad support,14
No response from your side,14
Have not recieved responses,14
Do not recieved any response from you guys,14
You don't respond to my emails,14
You guys have a really bad service,14
No response of my emails,14
You have not responded to my email queries,14
abcd company has a bad support,14
You have a bad support,14
You really have a bad service,14
Bad service you have,14
I cannot find my current bank in net banking option,15
In net banking option I cannot find my bank,15
In net banking option I cannot find my current bank,15
My bank is not available in net banking option,15
My bank is not present in net banking choice,15
My bank is not present in net banking option,15
Bank is not there in banking options?,15
My bank is not supported,15
My bank is not there in options,15
My bank option is missing?,15
My current bank is not present in net banking option,15
Can you tell me why is my curent bank not present in net banking option?,15
My pank is missing from options?,15
No my bank is not present in the options,15
Why is my current bank not available in net banking option?,15
Why is my current bank not present in Net banking option?,15
Why is my current bank not present in online banking choice?,15
Why is my current bank not showing in the net banking option,15
Why si my bank not supported,15
Will I need an account of a specific bank for making the loan application?,15
Can you tell me why is my current bank not present in online banking choice?,15
Do I need to have an account of a certain bank for making the loan application because my bank is not avalable in net banking option,15
Do I need to have an account of a specific bank for making the loan application?,15
For making loan application do I need to have an account on a certain bank as my bank is not showing up in net banking option,15
For making loan application do I need to have an account on a specific bank?,15
For making loan application do I need to have an account on a specific bank because my bank is not present in net banking option,15
For the application of Loan will I have to make an account on a certain bank as in the net banking option my current bank is not available,15
Help me because I cannot find my bank in net banking option,15
Help me because I cannot find my current bank in net banking option,15
How should I proceed as I cannot find my bank in online banking choices?,15
I cannot find my bank in Net banking.,15
I cannot find my bank in net banking option,15
In net banking choice I cannot find my bank?,15
Bank is not there in the options,15
Bank not there on the options,15
cannot find my bank in net banking choice,15
Cannot find my bank in netbanking option,15
Bank is not supported by you,15
Bank is not present in the options,15
You do no support my bank,15
Would I need an account with a specific bank to make the loan application?,15
Will I need an account of a specific bank for making the loan application as I cannot find my current bank in net banking option?,15
Why is my bank not showing in the online banking choice?,15
Why is my bank not showing in the net banking option,15
Why is my bank not present in Net banking option?,15
Why is my bank is not present in net banking option?,15
Why is my bank is not present in net banking choices?,15
Why is my bank is not available in net banking option?,15
There is not my bank is net banking option?,15
There are Issues with net banking,15
Some Issues coming with net banking,15
Please tell me why is my current bank not present in net banking option?,15
Please tell me why is my curent bank not present in net banking option?,15
Please tell me why is my curent bank not available in net banking option?,15
What should I enter if my business category is not presented in the choices?,16
Cannot find Industry Type.,16
Cannot find Industry Type on the options.,16
Category I'm in is not present in the options,16
I cannot find my Business Category / Business Type in the options provided. What should I enter?,16
My business is not present on the category list,16
What should I enter if my business category is not presented in the options?,16
What should I enter if my business type is not presented in the options?,16
What to do as my business is not listed in the options?,16
What to do as my business is not listed on the categories?,16
What to do if my business category is not in the options?,16
What to enter if my my business category is not listed?,16
What to enter if my my business type is not listed?,16
Which option should I choose If my business category is not present?,16
"Actually the business category I'm in is not present in the choices, What should I do?",16
"Actualy the business category I'm in is not present in the options, What should I do?",16
if my business category is not present in the options,16
Industry Type is not there in the options.,16
"In the business category my business is not listed, What to do?",16
"In the business type my business is not listed, What to do?",16
In the options cannot find Industry Type.,16
"In the options provided business category is not present, What should I do?",16
"My biz category is missing in the options, What can I do?",16
"My Business category is missing in the choices, What can I do?",16
My Business category is missing in the options.,16
"My Business category is missing in the options, What can I do?",16
My business category is not there.,16
My business category missing from the options.,16
My business if different form the choices,16
My business is not listed in the options.,16
My business is not present on the category options.,16
My business is not there in category,16
"My Business type is missing in the options, What can I do?",16
The business I'm in is not there on the category list,16
"What can I do, even if my business category is not present in the choices?",16
"What can I do, even if my business category is not present in the options?",16
What should I enter if my biz type is not presented in the options?,16
"Business category is not there in the options, Which option should I chosse now ?",16
Business category missing from the options,16
Business category missing from the options. What should I do?,16
new companies can also apply?,17
Can I get loan for new enterprise?,17
Can I get loan for new venture,17
Can i get loan for start new business?,17
can i get loan to start new business?,17
Can new businesses also apply for loan?,17
Can new companies apply for loan?,17
I just opened a new business,17
I'm a beginner in business,17
I'm new in business so I can get loan?,17
I'm planning to start up,17
I'm starting business,17
I started my business last week,17
I started my business started last month,17
i started one my company last week,17
I starting new firm for business,17
I starting new firm for new business,17
Its a fresh company,17
i want create a business,17
i want the money to start a new business,17
I want to open a business,17
I want to open an enterprise,17
I want to start a business.,17
I want to start a service,17
I want to start a small business can you give me loan?,17
I want to start my business so need loan,17
I want to start my own enterprise,17
Loan available for company less than one year,17
Loan available for setting up new business,17
Loan for new business?,17
Loan give to start business now?,17
Loan is available for new businesses?,17
My business is new,17
My business is relatively new,17
my company is started 1 month before,17
My company just started months ago,17
Need to start own venture,17
New business can get loan?,17
New businesses can also apply for loans?,17
New businesses can get loans?,17
Can any fresher apply for loan?,17
New company can apply for loan?,17
Newly opened company,17
New venture can get loan?,17
Now starting a new business,17
Recently started my company,17
Sir I have opened new business,17
Started my company last month,17
Starting a business now,17
Starting a new business,17
The business I have is not so old,17
The business is relatively new,17
To start a business can you give me loan?,17
Want to build a new empire,17
Want to start a business,17
Want to start a business and need loan for that,17
Want to start a new venture,17
Want to start business needs loan for that,17
What to start new business for which I want loan?,17
Will you me loan to start my own business?,17
Would like to start a small company. Need loan for that.,17
New in business so can I get loan?,17
Apna business open karna hai sir,17
Business start karna hai,17
Business shuru karna hai,17
this is my first business,17
I am starting an online business,17
Can a new business get a loan from you?,17
This loan would be good for my business?,18
this loan is available to all kinds of business?,18
This loan caters to which kind of businesses?,18
The types of companies you give loan to,18
The loan you give is right for my company?,18
The kind of companies you give the loan?,18
The categories of company you give the loan to,18
Tell me the types of companies to which you give loan,18
Tell me the types of companies that can use this loan?,18
Tell me the types of companies that can use abcd company direct?,18
Tell me the business that I take loan from you?,18
Tell me the business that can use this loan?,18
Tell me the business that can use abcd company direct?,18
Providing loan is available for all kind of biz?,18
Only business who can apply for abcd company direct from abcd company?,18
Number of companies to give  the loan too,18
My business can avail abcd company direct from abcd company?,18
My biz can apply for loan?,18
Loan you give is to which types of companies?,18
Loan will be offered to which types of business?,18
Loan is provided to which type of businesses?,18
Loan is provided for which businesses?,18
loan is given to which firms?,18
Loan is given by you for which companies,18
loan can used by which business?,18
Loan can be taken by me?,18
Loan available for business like ours?,18
Keep simple tp,18
Is this type of loan right for my business?,18
Is this loan right for mine business?,18
Is Loan good for my business?,18
Is abcd company direct right for my business?,18
Is abcd company direct good for my business?,18
Is abcd company direct appropriate for my business?,18
I have a proprietorship. Can I apply?,18
I have a private company. Can I apply?,18
How is abcd company direct right for my business?,18
From you can I take the loan?,18
For what type of business this loan is provided?,18
Firms which can apply for this loan?,18
Do you offer loan to business like ours?,18
Can my business take loan from you?,18
Can my business avail abcd company direct?,18
Which business can take loan from you?,18
What types of companies do you give loans to?,18
What types of businesses does your loan caters?,18
What kind of companies use this loan,18
What kind of companies use abcd company direct,18
Can I take the business loan from your company?,18
Can I take the business loan from you?,18
Can I take loan from your company?,18
Can can be taken by any business?,18
Businesses which can avail services of abcd company direct?,18
Any business can take this loan?,18
abcd company provides loan to which type of business?,18
abcd company is for providing loan and is available for all kind of biz?,18
abcd company gives loan to which kind to businesses?,18
abcd company direct would be suitable for my business?,18
abcd company direct will be offered to which types of business?,18
abcd company direct is given to which of the businesses?,18
abcd company direct is given to what kind of businesses?,18
abcd company direct is delivered for what kinds of businesses?,18
abcd company direct is available for my business?,18
abcd company direct could be used for what type of business?,18
abcd company direct caters to what kind of business?,18
abcd company direct can used by which business?,18
abcd company direct can be used in my business?,18
abcd company direct can be used by which of the businesses?,18
abcd company direct can be used by business of which types?,18
Is this loan give only to firms?,18
Can my business apply for abcd company direct?,18
Who can take loan from abcd company?,18
this loan give only to business?,18
this loan give only to businesses?,18
this loan give only to companies?,18
What kind of business can take loan from you?,18
Types of companies you give loans to?,18
Types of business which can apply for this loan of abcd company?,18
Types of business that can have loan from you?,18
Types of business that can have loan?,18
Types of businesses which can apply for loan from your company?,18
Which businesses does this loan caters to?,18
Which type of business can apply for abcd company direct?,18
Which types of business can have loan from you?,18
Who can apply for abcd company direct?,18
Who can take loan from abcd company?,18
You will provide your loan to us?,18
Your company gives loan to what kind of businesses?,18
You provide loan of which business?,18
You give loan to which types of business?,18
Would abcd company direct be right for my business,18
Will you give me your loan?,18
To which types of companies do you give loans,18
To which types of businesses do you offer loan?,18
How much amount of money can I have?,19
"How much can I borrow, and for how long?",19
Amount given for loan?,19
Amount I can borrow from this loan?,19
Amount I can have as loan?,19
Amount I can take as loan?,19
Amount of loan that I can take?,19
How much loan amount can I get?,19
Amount of money I can take as a loan?,19
Amount of money I can take as loan?,19
Amount of money I have as loan from abcd company?,19
How much loan amount can I take from you?,19
Borrowing limit?,19
Borrow limit?,19
Can you send me the info about money I can have from this loan?,19
Different loan amounts I can have as loan?,19
Final limit of money I can take as a loan?,19
For how long can I have your borrowed money?,19
How much amount I can get?,19
Is there any limit on loan I can have?,19
I can have what type of loan amount?,19
How much money can I take as loan?,19
How much loan can I get?,19
How much loan can I get ?,19
How much loan amount I can get?,19
How much loan amount can I take as a loan?,19
Amount till which you give loans to busineses?,19
As a loan how much loan amount can I take?,19
As a loan how much money can I have?,19
As loan how money can I have?,19
When will I have to give back the loan amount I take from abcd company direct?,19
What si the borrow limit?,19
What loan amount I can get as loan?,19
What is your borrowing limit?,19
What is the total amount I can borrow from this loan?,19
What is the money I can borrow from this loan?,19
What is the loan amount I can take as loan?,19
What is the limit of loan I can have?,19
What is money I Can take as a loan?,19
What is amount you give money to businesses?,19
What are the loan amounts that I can have?,19
What are the different loan amount I can have?,19
What amount of loan I can take from you?,19
Total money I can borrow from your loan?,19
Total amount of money I can have from your simplerloan?,19
Total amount of money I can have from your abcd company direct?,19
Total amount I can borrow from your loan?,19
Till what amount do you give loan?,19
Till amount which you give loan to businesses?,19
Tell me the money I can borrow from the loan?,19
Tell me the loan amount I can take from you?,19
